model,assignment,question_id,emotion,personality,conscientiousness,openness,extraversion,passed,revised,overrevised,calls,prompt_tokens,completion_tokens,total_tokens
llama_3_1_8b,shared54,abc338_e,fear,HLL,H,L,L,0,1,0,8,13822,3014,16836
llama_3_1_8b,shared54,abc339_b,fear,HLL,H,L,L,0,1,0,8,16370,4068,20438
llama_3_1_8b,shared54,abc339_d,fear,HLL,H,L,L,0,1,0,8,22593,7512,30105
llama_3_1_8b,shared54,abc340_d,fear,HLL,H,L,L,0,1,0,8,17833,4111,21944
llama_3_1_8b,shared54,abc341_b,fear,HLL,H,L,L,0,1,0,8,18374,3744,22118
llama_3_1_8b,shared54,abc341_c,fear,HLL,H,L,L,0,1,0,8,22258,5519,27777
llama_3_1_8b,shared54,abc341_d,fear,HLL,H,L,L,0,1,0,8,14179,3689,17868
llama_3_1_8b,shared54,abc341_f,fear,HLL,H,L,L,0,1,0,8,18902,2668,21570
llama_3_1_8b,shared54,abc342_a,fear,HLL,H,L,L,0,1,0,8,14026,5250,19276
llama_3_1_8b,shared54,abc342_b,fear,HLL,H,L,L,0,1,0,8,15677,3809,19486
llama_3_1_8b,shared54,abc342_d,fear,HLL,H,L,L,0,1,0,8,14257,4043,18300
llama_3_1_8b,shared54,abc343_d,fear,HLL,H,L,L,0,1,0,8,15953,3909,19862
llama_3_1_8b,shared54,abc345_b,fear,HLL,H,L,L,0,1,0,8,11176,1724,12900
llama_3_1_8b,shared54,abc345_d,fear,HLL,H,L,L,0,1,0,8,24903,9827,34730
llama_3_1_8b,shared54,abc346_b,fear,HLL,H,L,L,0,1,0,7,11364,3188,14552
llama_3_1_8b,shared54,abc347_a,fear,HLL,H,L,L,1,1,0,5,6450,1104,7554
llama_3_1_8b,shared54,abc348_a,fear,HLL,H,L,L,1,1,1,5,5785,1176,6961
llama_3_1_8b,shared54,abc348_c,fear,HLL,H,L,L,1,0,0,3,3979,833,4812
llama_3_1_8b,shared54,abc349_c,fear,HLL,H,L,L,1,1,0,8,14899,4292,19191
llama_3_1_8b,shared54,abc349_d,fear,HLL,H,L,L,0,1,0,8,22454,6734,29188
llama_3_1_8b,shared54,abc349_e,fear,HLL,H,L,L,0,1,0,8,20753,7711,28464
llama_3_1_8b,shared54,abc351_a,fear,HLL,H,L,L,0,1,0,8,22903,9389,32292
llama_3_1_8b,shared54,abc352_b,fear,HLL,H,L,L,0,1,0,8,21274,8216,29490
llama_3_1_8b,shared54,abc352_e,fear,HLL,H,L,L,0,1,0,8,26234,10113,36347
llama_3_1_8b,shared54,abc353_a,fear,HLL,H,L,L,0,1,1,8,11484,1886,13370
llama_3_1_8b,shared54,abc354_a,fear,HLL,H,L,L,1,0,0,3,3996,886,4882
llama_3_1_8b,shared54,abc354_b,fear,HLL,H,L,L,0,1,0,8,21861,7157,29018
llama_3_1_8b,shared54,abc354_c,fear,HLL,H,L,L,0,1,0,8,20186,9154,29340
llama_3_1_8b,shared54,abc354_d,fear,HLL,H,L,L,0,1,0,8,15180,3685,18865
llama_3_1_8b,shared54,abc355_c,fear,HLL,H,L,L,0,1,0,8,26222,11758,37980
llama_3_1_8b,shared54,abc355_d,fear,HLL,H,L,L,0,1,0,8,14485,4368,18853
llama_3_1_8b,shared54,abc355_e,fear,HLL,H,L,L,0,1,0,8,19084,4139,23223
llama_3_1_8b,shared54,abc356_e,fear,HLL,H,L,L,0,1,0,8,21822,9640,31462
llama_3_1_8b,shared54,abc358_a,fear,HLL,H,L,L,0,1,0,8,11289,2870,14159
llama_3_1_8b,shared54,abc359_d,fear,HLL,H,L,L,0,1,0,8,16690,4799,21489
llama_3_1_8b,shared54,abc360_a,fear,HLL,H,L,L,0,1,0,8,10776,2356,13132
llama_3_1_8b,shared54,abc360_b,fear,HLL,H,L,L,0,1,0,8,13221,3317,16538
llama_3_1_8b,shared54,abc360_c,fear,HLL,H,L,L,0,1,0,8,15969,3915,19884
llama_3_1_8b,shared54,abc360_e,fear,HLL,H,L,L,0,1,0,8,15294,4683,19977
llama_3_1_8b,shared54,abc363_e,fear,HLL,H,L,L,0,1,0,8,18663,3600,22263
llama_3_1_8b,shared54,abc364_f,fear,HLL,H,L,L,0,1,0,8,18699,4458,23157
llama_3_1_8b,shared54,abc365_c,fear,HLL,H,L,L,0,1,0,8,18045,4502,22547
llama_3_1_8b,shared54,abc365_d,fear,HLL,H,L,L,0,1,0,8,13725,2443,16168
llama_3_1_8b,shared54,abc366_a,fear,HLL,H,L,L,0,1,0,8,13384,4280,17664
llama_3_1_8b,shared54,abc366_c,fear,HLL,H,L,L,0,0,0,3,4531,803,5334
llama_3_1_8b,shared54,abc366_f,fear,HLL,H,L,L,0,1,0,8,21794,10268,32062
llama_3_1_8b,shared54,abc366_g,fear,HLL,H,L,L,0,1,0,8,18416,6450,24866
llama_3_1_8b,shared54,abc367_a,fear,HLL,H,L,L,0,1,0,8,14288,5308,19596
llama_3_1_8b,shared54,abc367_e,fear,HLL,H,L,L,0,1,0,8,25506,10159,35665
llama_3_1_8b,shared54,abc368_c,fear,HLL,H,L,L,0,1,0,8,20824,7462,28286
llama_3_1_8b,shared54,abc369_b,fear,HLL,H,L,L,0,1,0,8,20254,7432,27686
llama_3_1_8b,shared54,abc369_c,fear,HLL,H,L,L,0,1,0,8,15212,3625,18837
llama_3_1_8b,shared54,abc370_a,fear,HLL,H,L,L,1,0,0,3,3345,720,4065
llama_3_1_8b,shared54,abc370_b,fear,HLL,H,L,L,0,1,0,8,13874,3190,17064
llama_3_1_8b,shared54,abc371_d,fear,HLL,H,L,L,0,1,0,8,18289,4958,23247
llama_3_1_8b,shared54,abc371_f,fear,HLL,H,L,L,0,1,0,8,20080,3689,23769
llama_3_1_8b,shared54,abc372_d,fear,HLL,H,L,L,0,1,0,8,17712,5679,23391
llama_3_1_8b,shared54,abc373_e,fear,HLL,H,L,L,0,1,0,8,17864,4350,22214
llama_3_1_8b,shared54,abc374_g,fear,HLL,H,L,L,0,1,0,8,14402,3069,17471
llama_3_1_8b,shared54,abc375_b,fear,HLL,H,L,L,0,1,0,8,18371,6040,24411
llama_3_1_8b,shared54,abc375_d,fear,HLL,H,L,L,0,1,0,8,12910,3472,16382
llama_3_1_8b,shared54,abc376_e,fear,HLL,H,L,L,0,1,0,8,18167,4692,22859
llama_3_1_8b,shared54,abc376_f,fear,HLL,H,L,L,0,1,0,8,22506,7940,30446
llama_3_1_8b,shared54,abc377_b,fear,HLL,H,L,L,0,1,0,8,14593,2841,17434
llama_3_1_8b,shared54,abc377_c,fear,HLL,H,L,L,0,1,0,8,23020,5924,28944
llama_3_1_8b,shared54,abc377_e,fear,HLL,H,L,L,0,1,0,8,17485,2759,20244
llama_3_1_8b,shared54,abc379_a,fear,HLL,H,L,L,1,1,0,5,9440,3891,13331
llama_3_1_8b,shared54,abc379_d,fear,HLL,H,L,L,0,1,0,8,17387,4394,21781
llama_3_1_8b,shared54,abc379_g,fear,HLL,H,L,L,0,1,0,8,15948,4410,20358
llama_3_1_8b,shared54,abc380_b,fear,HLL,H,L,L,0,1,0,8,13975,3913,17888
llama_3_1_8b,shared54,abc380_d,fear,HLL,H,L,L,0,1,0,8,24482,10081,34563
llama_3_1_8b,shared54,abc381_a,fear,HLL,H,L,L,0,1,0,8,13689,2661,16350
llama_3_1_8b,shared54,abc382_b,fear,HLL,H,L,L,0,1,0,8,15487,4934,20421
llama_3_1_8b,shared54,abc383_e,fear,HLL,H,L,L,0,1,0,8,26121,9900,36021
llama_3_1_8b,shared54,abc385_d,fear,HLL,H,L,L,0,1,0,8,22056,7410,29466
llama_3_1_8b,shared54,abc386_b,fear,HLL,H,L,L,0,1,0,8,13211,2626,15837
llama_3_1_8b,shared54,abc386_c,fear,HLL,H,L,L,0,1,0,8,12899,2197,15096
llama_3_1_8b,shared54,abc387_c,fear,HLL,H,L,L,0,1,0,8,12048,3017,15065
llama_3_1_8b,shared54,abc388_f,fear,HLL,H,L,L,0,1,0,8,20296,7874,28170
llama_3_1_8b,shared54,abc389_a,fear,HLL,H,L,L,0,1,0,8,14610,5352,19962
llama_3_1_8b,shared54,abc389_d,fear,HLL,H,L,L,0,1,0,8,13650,3437,17087
llama_3_1_8b,shared54,abc391_a,fear,HLL,H,L,L,0,1,0,8,14012,4583,18595
llama_3_1_8b,shared54,abc391_f,fear,HLL,H,L,L,0,1,0,7,15743,2341,18084
llama_3_1_8b,shared54,abc392_b,fear,HLL,H,L,L,0,1,1,8,14025,3280,17305
llama_3_1_8b,shared54,abc392_f,fear,HLL,H,L,L,0,1,0,8,14010,3090,17100
llama_3_1_8b,shared54,abc392_g,fear,HLL,H,L,L,0,1,0,8,13787,3678,17465
llama_3_1_8b,shared54,abc393_e,fear,HLL,H,L,L,0,1,0,8,26612,11129,37741
llama_3_1_8b,shared54,abc393_f,fear,HLL,H,L,L,0,1,0,8,20601,8271,28872
llama_3_1_8b,shared54,abc394_a,fear,HLL,H,L,L,1,1,0,7,12931,3727,16658
llama_3_1_8b,shared54,abc394_b,fear,HLL,H,L,L,1,1,0,5,7492,1971,9463
llama_3_1_8b,shared54,abc394_e,fear,HLL,H,L,L,0,1,0,8,20353,5768,26121
llama_3_1_8b,shared54,abc396_a,fear,HLL,H,L,L,1,1,1,7,10456,1426,11882
llama_3_1_8b,shared54,abc396_e,fear,HLL,H,L,L,0,1,0,8,29340,12944,42284
llama_3_1_8b,shared54,abc399_c,fear,HLL,H,L,L,0,1,0,8,14026,3233,17259
llama_3_1_8b,shared54,abc400_e,fear,HLL,H,L,L,0,1,0,8,13772,2840,16612
llama_3_1_8b,shared54,arc181_b,fear,HLL,H,L,L,0,1,0,8,15524,2757,18281
llama_3_1_8b,shared54,arc181_c,fear,HLL,H,L,L,0,1,0,8,23797,5694,29491
llama_3_1_8b,shared54,arc182_c,fear,HLL,H,L,L,0,1,0,8,15910,4290,20200
llama_3_1_8b,shared54,arc183_d,fear,HLL,H,L,L,0,1,0,8,19877,3386,23263
llama_3_1_8b,shared54,arc185_e,fear,HLL,H,L,L,0,1,0,8,22173,7178,29351
llama_3_1_8b,shared54,arc186_b,fear,HLL,H,L,L,0,1,0,8,15938,3900,19838
llama_3_1_8b,shared54,arc186_c,fear,HLL,H,L,L,0,1,0,8,24942,8362,33304
llama_3_1_8b,shared54,arc188_d,fear,HLL,H,L,L,0,1,0,8,19976,4476,24452
llama_3_1_8b,shared54,arc189_c,fear,HLL,H,L,L,0,1,0,8,26193,7669,33862
llama_3_1_8b,shared54,arc189_d,fear,HLL,H,L,L,0,1,0,8,17102,2955,20057
llama_3_1_8b,shared54,arc190_a,fear,HLL,H,L,L,0,1,0,8,20153,5191,25344
llama_3_1_8b,shared54,arc190_c,fear,HLL,H,L,L,0,1,0,8,27300,6462,33762
llama_3_1_8b,shared54,arc191_a,fear,HLL,H,L,L,0,1,0,8,14228,3715,17943
llama_3_1_8b,shared54,arc192_a,fear,HLL,H,L,L,0,1,0,8,32250,8432,40682
llama_3_1_8b,shared54,arc193_a,fear,HLL,H,L,L,0,1,0,8,24757,7792,32549
llama_3_1_8b,shared54,arc193_b,fear,HLL,H,L,L,0,1,0,8,20713,6658,27371
llama_3_1_8b,shared54,arc194_a,fear,HLL,H,L,L,0,1,0,8,15236,2976,18212
llama_3_1_8b,shared54,arc194_b,fear,HLL,H,L,L,0,1,0,8,14738,5275,20013
llama_3_1_8b,shared54,arc195_c,fear,HLL,H,L,L,0,1,0,8,20245,5151,25396
llama_3_1_8b,shared54,arc195_d,fear,HLL,H,L,L,0,1,0,8,18868,5638,24506
llama_3_1_8b,shared54,1873_A,fear,LHH,L,H,H,1,0,0,3,3414,777,4191
llama_3_1_8b,shared54,1873_D,fear,LHH,L,H,H,0,1,0,8,15246,3069,18315
llama_3_1_8b,shared54,1883_B,fear,LHH,L,H,H,0,1,0,8,19857,4287,24144
llama_3_1_8b,shared54,1883_C,fear,LHH,L,H,H,0,1,0,8,21907,6727,28634
llama_3_1_8b,shared54,1899_B,fear,LHH,L,H,H,1,0,0,3,4831,1037,5868
llama_3_1_8b,shared54,2777,fear,LHH,L,H,H,0,1,0,8,15490,2211,17701
llama_3_1_8b,shared54,2784,fear,LHH,L,H,H,0,1,0,8,13937,2474,16411
llama_3_1_8b,shared54,2808,fear,LHH,L,H,H,0,0,0,3,4176,1159,5335
llama_3_1_8b,shared54,2811,fear,LHH,L,H,H,0,1,0,8,12849,3496,16345
llama_3_1_8b,shared54,2812,fear,LHH,L,H,H,0,1,1,8,11373,1591,12964
llama_3_1_8b,shared54,2816,fear,LHH,L,H,H,0,1,0,8,13416,3018,16434
llama_3_1_8b,shared54,2817,fear,LHH,L,H,H,0,1,0,8,12973,2425,15398
llama_3_1_8b,shared54,2825,fear,LHH,L,H,H,0,1,0,8,14314,2740,17054
llama_3_1_8b,shared54,2833,fear,LHH,L,H,H,0,1,0,8,18318,6762,25080
llama_3_1_8b,shared54,2847,fear,LHH,L,H,H,1,0,0,3,4100,1040,5140
llama_3_1_8b,shared54,2849,fear,LHH,L,H,H,0,1,0,8,13330,2332,15662
llama_3_1_8b,shared54,2868,fear,LHH,L,H,H,0,1,0,8,13477,3084,16561
llama_3_1_8b,shared54,2870,fear,LHH,L,H,H,0,1,0,8,12860,2556,15416
llama_3_1_8b,shared54,2882,fear,LHH,L,H,H,0,1,0,8,13150,3308,16458
llama_3_1_8b,shared54,2886,fear,LHH,L,H,H,1,0,0,3,3597,635,4232
llama_3_1_8b,shared54,2902,fear,LHH,L,H,H,0,1,0,8,15049,5430,20479
llama_3_1_8b,shared54,2915,fear,LHH,L,H,H,0,1,0,8,14911,2230,17141
llama_3_1_8b,shared54,2919,fear,LHH,L,H,H,0,1,0,8,13496,2185,15681
llama_3_1_8b,shared54,2921,fear,LHH,L,H,H,0,1,0,8,14043,3737,17780
llama_3_1_8b,shared54,2952,fear,LHH,L,H,H,0,1,0,8,14866,3353,18219
llama_3_1_8b,shared54,2954,fear,LHH,L,H,H,1,1,0,7,12693,2480,15173
llama_3_1_8b,shared54,2955,fear,LHH,L,H,H,0,0,0,3,3210,727,3937
llama_3_1_8b,shared54,2977,fear,LHH,L,H,H,1,0,0,3,3896,1030,4926
llama_3_1_8b,shared54,2998,fear,LHH,L,H,H,0,1,1,8,13330,4234,17564
llama_3_1_8b,shared54,3024,fear,LHH,L,H,H,0,1,0,8,14280,3325,17605
llama_3_1_8b,shared54,3025,fear,LHH,L,H,H,0,1,0,8,14894,3014,17908
llama_3_1_8b,shared54,3032,fear,LHH,L,H,H,0,1,0,8,14636,2367,17003
llama_3_1_8b,shared54,3044,fear,LHH,L,H,H,0,1,0,8,14531,3350,17881
llama_3_1_8b,shared54,3055,fear,LHH,L,H,H,0,1,0,8,13630,4345,17975
llama_3_1_8b,shared54,3166,fear,LHH,L,H,H,0,1,0,8,13679,2465,16144
llama_3_1_8b,shared54,3188,fear,LHH,L,H,H,1,1,0,7,11344,2298,13642
llama_3_1_8b,shared54,3192,fear,LHH,L,H,H,0,1,0,8,14094,2759,16853
llama_3_1_8b,shared54,3193,fear,LHH,L,H,H,1,1,0,8,15573,3471,19044
llama_3_1_8b,shared54,3195,fear,LHH,L,H,H,0,1,0,8,12314,2209,14523
llama_3_1_8b,shared54,3203,fear,LHH,L,H,H,0,1,0,8,20307,4372,24679
llama_3_1_8b,shared54,3213,fear,LHH,L,H,H,0,0,0,3,3391,1173,4564
llama_3_1_8b,shared54,3220,fear,LHH,L,H,H,1,0,0,3,4290,971,5261
llama_3_1_8b,shared54,3223,fear,LHH,L,H,H,0,1,0,8,14469,4966,19435
llama_3_1_8b,shared54,3225,fear,LHH,L,H,H,0,0,0,3,4516,1257,5773
llama_3_1_8b,shared54,3229,fear,LHH,L,H,H,0,1,0,8,15600,2728,18328
llama_3_1_8b,shared54,3243,fear,LHH,L,H,H,0,1,0,8,15191,3039,18230
llama_3_1_8b,shared54,3246,fear,LHH,L,H,H,0,1,0,8,15450,4290,19740
llama_3_1_8b,shared54,3249,fear,LHH,L,H,H,0,1,0,8,14085,2724,16809
llama_3_1_8b,shared54,3251,fear,LHH,L,H,H,1,0,0,3,3511,879,4390
llama_3_1_8b,shared54,3261,fear,LHH,L,H,H,0,1,0,8,15351,2685,18036
llama_3_1_8b,shared54,3263,fear,LHH,L,H,H,0,1,0,8,14472,3117,17589
llama_3_1_8b,shared54,3265,fear,LHH,L,H,H,0,1,0,8,14506,2512,17018
llama_3_1_8b,shared54,3269,fear,LHH,L,H,H,1,0,0,3,4447,1174,5621
llama_3_1_8b,shared54,3298,fear,LHH,L,H,H,0,1,0,8,11663,2507,14170
llama_3_1_8b,shared54,3312,fear,LHH,L,H,H,1,0,0,3,3453,830,4283
llama_3_1_8b,shared54,3324,fear,LHH,L,H,H,0,1,0,8,12295,2806,15101
llama_3_1_8b,shared54,3329,fear,LHH,L,H,H,0,1,0,8,13397,2542,15939
llama_3_1_8b,shared54,3345,fear,LHH,L,H,H,0,1,0,8,16240,3111,19351
llama_3_1_8b,shared54,3362,fear,LHH,L,H,H,0,1,0,8,14065,2626,16691
llama_3_1_8b,shared54,3388,fear,LHH,L,H,H,0,1,0,8,14895,3071,17966
llama_3_1_8b,shared54,3394,fear,LHH,L,H,H,0,1,0,8,11138,2448,13586
llama_3_1_8b,shared54,3402,fear,LHH,L,H,H,0,1,0,8,16981,2760,19741
llama_3_1_8b,shared54,3408,fear,LHH,L,H,H,0,1,0,8,9828,1692,11520
llama_3_1_8b,shared54,3412,fear,LHH,L,H,H,1,0,0,3,3684,1085,4769
llama_3_1_8b,shared54,3421,fear,LHH,L,H,H,0,1,0,8,12980,5682,18662
llama_3_1_8b,shared54,3426,fear,LHH,L,H,H,0,0,0,3,3715,701,4416
llama_3_1_8b,shared54,3464,fear,LHH,L,H,H,0,1,0,8,15475,3073,18548
llama_3_1_8b,shared54,3471,fear,LHH,L,H,H,1,0,0,3,4234,980,5214
llama_3_1_8b,shared54,3476,fear,LHH,L,H,H,1,1,0,8,11778,3161,14939
llama_3_1_8b,shared54,3478,fear,LHH,L,H,H,0,1,0,8,16417,3820,20237
llama_3_1_8b,shared54,3490,fear,LHH,L,H,H,0,0,0,3,3838,1149,4987
llama_3_1_8b,shared54,3495,fear,LHH,L,H,H,0,1,0,8,15017,3220,18237
llama_3_1_8b,shared54,3496,fear,LHH,L,H,H,0,1,0,8,16589,3120,19709
llama_3_1_8b,shared54,3510,fear,LHH,L,H,H,0,1,0,8,12721,2876,15597
llama_3_1_8b,shared54,3515,fear,LHH,L,H,H,1,0,0,3,3310,818,4128
llama_3_1_8b,shared54,3517,fear,LHH,L,H,H,0,1,0,8,17413,4558,21971
llama_3_1_8b,shared54,3518,fear,LHH,L,H,H,0,1,0,8,13677,2594,16271
llama_3_1_8b,shared54,3527,fear,LHH,L,H,H,0,1,0,8,16723,3636,20359
llama_3_1_8b,shared54,3534,fear,LHH,L,H,H,0,1,0,8,12796,3152,15948
llama_3_1_8b,shared54,3535,fear,LHH,L,H,H,0,1,0,8,14312,3701,18013
llama_3_1_8b,shared54,3551,fear,LHH,L,H,H,0,1,0,8,18816,4991,23807
llama_3_1_8b,shared54,3555,fear,LHH,L,H,H,1,0,0,3,4184,1269,5453
llama_3_1_8b,shared54,3559,fear,LHH,L,H,H,0,1,0,8,15255,3392,18647
llama_3_1_8b,shared54,3560,fear,LHH,L,H,H,0,1,0,8,20289,6187,26476
llama_3_1_8b,shared54,3567,fear,LHH,L,H,H,1,0,0,3,3323,885,4208
llama_3_1_8b,shared54,3571,fear,LHH,L,H,H,0,1,0,8,16704,5180,21884
llama_3_1_8b,shared54,3603,fear,LHH,L,H,H,0,1,0,8,15048,2746,17794
llama_3_1_8b,shared54,3605,fear,LHH,L,H,H,1,1,0,5,8538,1842,10380
llama_3_1_8b,shared54,3607,fear,LHH,L,H,H,0,1,0,8,11752,2413,14165
llama_3_1_8b,shared54,3621,fear,LHH,L,H,H,0,1,0,8,13115,2258,15373
llama_3_1_8b,shared54,3629,fear,LHH,L,H,H,0,1,0,8,13956,3164,17120
llama_3_1_8b,shared54,3637,fear,LHH,L,H,H,0,1,0,8,12608,3081,15689
llama_3_1_8b,shared54,3647,fear,LHH,L,H,H,0,1,0,8,17169,4043,21212
llama_3_1_8b,shared54,3648,fear,LHH,L,H,H,0,1,0,8,18792,4251,23043
llama_3_1_8b,shared54,3649,fear,LHH,L,H,H,0,1,0,8,13723,2381,16104
llama_3_1_8b,shared54,3657,fear,LHH,L,H,H,0,1,0,8,19002,5805,24807
llama_3_1_8b,shared54,3674,fear,LHH,L,H,H,0,1,0,8,16049,3774,19823
llama_3_1_8b,shared54,3676,fear,LHH,L,H,H,0,1,0,8,11209,2757,13966
llama_3_1_8b,shared54,3680,fear,LHH,L,H,H,0,1,0,8,15321,4628,19949
llama_3_1_8b,shared54,3683,fear,LHH,L,H,H,0,0,0,3,3423,1074,4497
llama_3_1_8b,shared54,3686,fear,LHH,L,H,H,0,1,0,8,13466,3571,17037
llama_3_1_8b,shared54,3696,fear,LHH,L,H,H,0,1,0,8,13157,3320,16477
llama_3_1_8b,shared54,3700,fear,LHH,L,H,H,0,1,0,8,13828,2851,16679
llama_3_1_8b,shared54,3702,fear,LHH,L,H,H,0,1,0,8,19072,7280,26352
llama_3_1_8b,shared54,3704,fear,LHH,L,H,H,0,1,0,8,16410,5032,21442
llama_3_1_8b,shared54,3709,fear,LHH,L,H,H,0,1,0,8,12435,3177,15612
llama_3_1_8b,shared54,3714,fear,LHH,L,H,H,0,1,0,8,16009,4282,20291
llama_3_1_8b,shared54,3722,fear,LHH,L,H,H,0,1,0,8,14076,3250,17326
llama_3_1_8b,shared54,3731,fear,LHH,L,H,H,1,1,1,7,10288,2126,12414
llama_3_1_8b,shared54,3736,fear,LHH,L,H,H,1,1,1,5,6617,1665,8282
llama_3_1_8b,shared54,3743,fear,LHH,L,H,H,0,1,0,8,16373,3417,19790
llama_3_1_8b,shared54,3744,fear,LHH,L,H,H,0,1,0,8,14496,2374,16870
llama_3_1_8b,shared54,3751,fear,LHH,L,H,H,0,1,0,8,16512,4324,20836
llama_3_1_8b,shared54,3771,fear,LHH,L,H,H,0,1,0,8,12847,3108,15955
llama_3_1_8b,shared54,3785,fear,LHH,L,H,H,0,1,0,8,14842,2486,17328
llama_3_1_8b,shared54,3786,fear,LHH,L,H,H,0,1,0,8,17573,5954,23527
llama_3_1_8b,shared54,3793,fear,LHH,L,H,H,0,1,0,8,13923,3129,17052
llama_3_1_8b,shared54,abc301_b,fear,LHH,L,H,H,0,1,0,8,14186,2698,16884
llama_3_1_8b,shared54,abc301_e,fear,LHH,L,H,H,0,1,0,8,19717,5440,25157
llama_3_1_8b,shared54,abc302_e,fear,LHH,L,H,H,0,1,0,8,17306,4032,21338
llama_3_1_8b,shared54,abc303_a,fear,LHH,L,H,H,1,1,0,8,12761,2304,15065
llama_3_1_8b,shared54,abc303_b,fear,LHH,L,H,H,0,1,0,8,15831,2585,18416
llama_3_1_8b,shared54,abc303_d,fear,LHH,L,H,H,0,1,0,8,14945,2925,17870
llama_3_1_8b,shared54,abc303_e,fear,LHH,L,H,H,0,1,0,8,17346,4064,21410
llama_3_1_8b,shared54,abc304_a,fear,LHH,L,H,H,0,1,0,8,14701,3428,18129
llama_3_1_8b,shared54,abc307_a,fear,LHH,L,H,H,1,1,0,5,7765,1684,9449
llama_3_1_8b,shared54,abc307_b,fear,LHH,L,H,H,0,1,0,8,12526,2209,14735
llama_3_1_8b,shared54,abc309_c,fear,LHH,L,H,H,0,1,0,8,22650,7421,30071
llama_3_1_8b,shared54,abc309_d,fear,LHH,L,H,H,0,1,0,8,21141,6422,27563
llama_3_1_8b,shared54,abc309_e,fear,LHH,L,H,H,0,1,0,8,17175,4164,21339
llama_3_1_8b,shared54,abc310_b,fear,LHH,L,H,H,0,1,0,8,21594,3275,24869
llama_3_1_8b,shared54,abc310_c,fear,LHH,L,H,H,0,1,0,8,12185,2370,14555
llama_3_1_8b,shared54,abc310_f,fear,LHH,L,H,H,0,1,0,8,15826,4061,19887
llama_3_1_8b,shared54,abc311_b,fear,LHH,L,H,H,0,1,0,8,18026,6867,24893
llama_3_1_8b,shared54,abc312_e,fear,LHH,L,H,H,0,1,0,8,21258,5893,27151
llama_3_1_8b,shared54,abc312_f,fear,LHH,L,H,H,0,1,0,8,16522,2869,19391
llama_3_1_8b,shared54,abc313_a,fear,LHH,L,H,H,0,1,0,8,10058,1906,11964
llama_3_1_8b,shared54,abc315_b,fear,LHH,L,H,H,1,0,0,3,3908,904,4812
llama_3_1_8b,shared54,abc315_c,fear,LHH,L,H,H,0,1,0,8,15425,3815,19240
llama_3_1_8b,shared54,abc315_d,fear,LHH,L,H,H,0,1,0,8,15251,3599,18850
llama_3_1_8b,shared54,abc318_b,fear,LHH,L,H,H,0,1,0,8,14247,4650,18897
llama_3_1_8b,shared54,abc318_d,fear,LHH,L,H,H,0,1,0,8,19073,5376,24449
llama_3_1_8b,shared54,abc319_c,fear,LHH,L,H,H,0,1,0,8,25924,8237,34161
llama_3_1_8b,shared54,abc320_e,fear,LHH,L,H,H,0,1,0,8,21852,6323,28175
llama_3_1_8b,shared54,abc321_b,fear,LHH,L,H,H,0,1,0,8,17566,3611,21177
llama_3_1_8b,shared54,abc321_c,fear,LHH,L,H,H,0,1,0,8,15513,5599,21112
llama_3_1_8b,shared54,abc322_c,fear,LHH,L,H,H,0,1,0,8,14050,3043,17093
llama_3_1_8b,shared54,abc324_a,fear,LHH,L,H,H,0,1,0,8,11259,2022,13281
llama_3_1_8b,shared54,abc324_b,fear,LHH,L,H,H,0,1,0,8,11528,2744,14272
llama_3_1_8b,shared54,abc325_b,fear,LHH,L,H,H,0,1,0,8,15049,4235,19284
llama_3_1_8b,shared54,abc325_e,fear,LHH,L,H,H,0,1,0,8,19786,5346,25132
llama_3_1_8b,shared54,abc326_d,fear,LHH,L,H,H,0,1,0,8,19825,5616,25441
llama_3_1_8b,shared54,abc327_a,fear,LHH,L,H,H,0,1,0,8,10958,2329,13287
llama_3_1_8b,shared54,abc327_c,fear,LHH,L,H,H,0,1,0,8,22545,3848,26393
llama_3_1_8b,shared54,abc328_b,fear,LHH,L,H,H,0,1,0,8,17031,5035,22066
llama_3_1_8b,shared54,abc328_d,fear,LHH,L,H,H,0,0,0,3,3461,890,4351
llama_3_1_8b,shared54,abc329_b,fear,LHH,L,H,H,1,0,0,3,2902,647,3549
llama_3_1_8b,shared54,abc329_f,fear,LHH,L,H,H,0,1,0,8,16958,4574,21532
llama_3_1_8b,shared54,abc330_d,fear,LHH,L,H,H,0,1,0,8,16258,3614,19872
llama_3_1_8b,shared54,abc331_c,fear,LHH,L,H,H,0,0,0,3,4976,991,5967
llama_3_1_8b,shared54,abc331_e,fear,LHH,L,H,H,0,1,0,8,19973,5190,25163
llama_3_1_8b,shared54,abc333_a,fear,LHH,L,H,H,0,1,0,8,9938,4447,14385
llama_3_1_8b,shared54,abc333_d,fear,LHH,L,H,H,0,1,0,8,16065,3386,19451
llama_3_1_8b,shared54,abc335_c,fear,LHH,L,H,H,0,1,0,8,14860,4198,19058
llama_3_1_8b,shared54,abc337_b,fear,LHH,L,H,H,0,1,0,8,15367,3601,18968
llama_3_1_8b,shared54,abc337_d,fear,LHH,L,H,H,0,1,0,8,18217,3928,22145
llama_3_1_8b,shared54,abc338_a,fear,LHH,L,H,H,1,1,0,8,10050,1404,11454
llama_3_1_8b,shared54,abc338_e,fear,LHH,L,H,H,0,1,0,8,13311,3279,16590
llama_3_1_8b,shared54,abc339_b,fear,LHH,L,H,H,0,1,0,8,16382,4034,20416
llama_3_1_8b,shared54,abc339_d,fear,LHH,L,H,H,0,1,0,8,16275,3681,19956
